CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Salary,City,CIBIL,Risk
no_checking,27,credits_paid_to_date,furniture,4295,100_to_500,1_to_4,4,male,guarantor,3,savings_insurance,50,none,own,1,skilled,1,yes,yes,3837,Metro,820,No Risk
less_0,14,all_credits_paid_back,car_used,1872,less_100,less_1,2,female,none,2,savings_insurance,23,none,own,1,skilled,1,none,yes,4646,Metro,717,No Risk
less_0,11,all_credits_paid_back,vacation,2298,less_100,unemployed,1,female,none,1,real_estate,19,none,own,1,management_self-employed,1,none,yes,5808,Metro,703,No Risk
0_to_200,50,prior_payments_delayed,repairs,5732,500_to_1000,4_to_7,3,male,none,3,unknown,19,stores,own,1,skilled,1,yes,yes,7639,Metro,833,No Risk
0_to_200,31,outstanding_credit,radio_tv,3043,100_to_500,4_to_7,3,female,none,2,savings_insurance,37,stores,own,2,skilled,1,yes,yes,6919,Non-Metro,883,No Risk
0_to_200,29,outstanding_credit,radio_tv,4193,100_to_500,4_to_7,4,male,none,4,savings_insurance,39,bank,own,2,unskilled,1,yes,yes,7385,Non-Metro,745,No Risk
less_0,9,prior_payments_delayed,car_new,332,500_to_1000,1_to_4,2,male,none,3,real_estate,27,none,own,1,skilled,1,none,yes,5547,Non-Metro,807,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,male,co-applicant,2,real_estate,25,stores,rent,1,skilled,1,none,yes,7033,Metro,866,No Risk
greater_200,20,outstanding_credit,car_used,3988,100_to_500,4_to_7,3,female,none,4,car_other,44,stores,own,1,unskilled,1,none,yes,4464,Non-Metro,838,Risk
no_checking,47,outstanding_credit,repairs,3766,greater_1000,greater_7,3,male,co-applicant,3,savings_insurance,33,none,own,2,skilled,1,none,yes,4162,Non-Metro,747,Risk
less_0,21,prior_payments_delayed,furniture,2641,greater_1000,less_1,1,male,none,2,savings_insurance,28,stores,own,1,skilled,1,none,yes,7246,Metro,700,No Risk
0_to_200,6,all_credits_paid_back,education,2267,100_to_500,4_to_7,3,female,none,2,real_estate,29,none,own,2,skilled,1,none,yes,6545,Metro,866,No Risk
no_checking,45,outstanding_credit,education,6422,greater_1000,greater_7,5,male,co-applicant,5,unknown,49,none,free,2,skilled,2,yes,yes,6079,Metro,820,Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,38,stores,rent,1,skilled,1,none,yes,6383,Metro,898,No Risk
less_0,15,credits_paid_to_date,car_new,881,less_100,4_to_7,2,female,none,2,savings_insurance,27,stores,own,1,unskilled,1,yes,yes,4212,Non-Metro,876,No Risk
0_to_200,22,outstanding_credit,radio_tv,1588,100_to_500,greater_7,3,female,none,3,car_other,52,none,own,2,skilled,1,yes,yes,4106,Metro,706,Risk
no_checking,40,outstanding_credit,other,6638,unknown,greater_7,5,male,guarantor,5,unknown,74,none,own,3,skilled,1,yes,yes,6890,Metro,732,Risk
no_checking,13,credits_paid_to_date,car_new,3699,less_100,less_1,3,female,none,3,savings_insurance,42,none,own,1,management_self-employed,1,none,yes,5138,Non-Metro,839,No Risk
no_checking,29,prior_payments_delayed,appliances,8567,unknown,1_to_4,3,male,none,4,unknown,42,none,own,2,skilled,1,yes,yes,7613,Metro,893,No Risk
less_0,4,all_credits_paid_back,repairs,871,less_100,1_to_4,2,female,none,2,savings_insurance,22,none,rent,1,skilled,1,none,yes,7980,Metro,879,No Risk
less_0,14,all_credits_paid_back,furniture,1786,less_100,1_to_4,2,female,none,1,savings_insurance,40,none,own,1,skilled,1,yes,yes,7625,Metro,815,No Risk
no_checking,16,outstanding_credit,radio_tv,2700,500_to_1000,1_to_4,3,male,co-applicant,5,real_estate,40,none,free,1,skilled,1,yes,yes,5489,Non-Metro,885,No Risk
0_to_200,37,prior_payments_delayed,furniture,6035,100_to_500,1_to_4,3,male,none,4,car_other,38,none,own,2,skilled,1,none,yes,5215,Non-Metro,737,No Risk
less_0,12,all_credits_paid_back,radio_tv,250,less_100,less_1,1,male,none,2,real_estate,29,stores,rent,1,skilled,1,none,yes,6671,Non-Metro,844,No Risk
0_to_200,26,credits_paid_to_date,car_used,4150,less_100,4_to_7,2,male,none,3,car_other,31,stores,own,1,unskilled,1,yes,yes,3426,Non-Metro,705,Risk
no_checking,26,prior_payments_delayed,car_used,3778,500_to_1000,1_to_4,3,female,none,3,car_other,30,none,rent,1,skilled,1,none,yes,7772,Metro,867,No Risk
less_0,17,no_credits,car_new,250,less_100,less_1,2,male,none,2,real_estate,28,stores,rent,1,skilled,1,none,yes,5024,Metro,810,No Risk
no_checking,27,outstanding_credit,other,6481,unknown,greater_7,5,female,none,3,car_other,35,none,own,1,skilled,1,yes,yes,3938,Non-Metro,704,Risk
no_checking,25,outstanding_credit,appliances,7795,500_to_1000,1_to_4,3,female,none,4,car_other,49,none,own,2,skilled,1,none,yes,3033,Non-Metro,742,Risk
no_checking,48,outstanding_credit,repairs,6138,greater_1000,greater_7,4,male,co-applicant,3,unknown,49,none,own,2,skilled,2,yes,yes,3567,Metro,701,Risk
0_to_200,27,outstanding_credit,furniture,2828,500_to_1000,greater_7,3,male,none,2,savings_insurance,38,stores,own,1,skilled,1,none,yes,6017,Metro,870,No Risk
less_0,12,all_credits_paid_back,education,6888,less_100,1_to_4,2,female,none,1,car_other,19,none,own,1,skilled,1,none,yes,5955,Non-Metro,831,No Risk
0_to_200,16,prior_payments_delayed,radio_tv,4031,less_100,greater_7,4,male,none,3,car_other,41,none,own,1,skilled,1,yes,yes,5827,Metro,731,No Risk
no_checking,33,outstanding_credit,furniture,4539,greater_1000,greater_7,4,male,co-applicant,5,savings_insurance,51,stores,own,2,unskilled,2,yes,yes,3778,Non-Metro,810,Risk
0_to_200,25,credits_paid_to_date,car_used,2694,greater_1000,greater_7,2,female,none,2,savings_insurance,41,stores,own,2,unskilled,1,yes,yes,6625,Non-Metro,853,No Risk
less_0,11,no_credits,car_new,250,100_to_500,less_1,2,male,none,1,real_estate,19,bank,rent,1,unemployed,1,none,yes,7778,Non-Metro,736,No Risk
less_0,12,credits_paid_to_date,car_new,2067,less_100,1_to_4,3,male,none,2,savings_insurance,32,none,own,1,skilled,1,none,yes,5653,Metro,824,No Risk
0_to_200,20,credits_paid_to_date,car_new,4183,500_to_1000,1_to_4,2,male,none,3,car_other,21,none,own,1,skilled,2,yes,yes,5463,Metro,736,No Risk
less_0,22,credits_paid_to_date,retraining,2145,less_100,4_to_7,3,male,none,3,savings_insurance,26,stores,own,1,unskilled,1,none,yes,7675,Non-Metro,874,No Risk
no_checking,25,prior_payments_delayed,car_used,6780,greater_1000,4_to_7,4,male,none,3,unknown,46,stores,own,2,unskilled,2,none,yes,6492,Metro,814,No Risk
no_checking,24,prior_payments_delayed,car_used,6204,100_to_500,1_to_4,4,male,none,4,car_other,39,none,own,1,management_self-employed,1,none,yes,7096,Metro,895,No Risk
0_to_200,35,prior_payments_delayed,appliances,7842,less_100,1_to_4,3,male,co-applicant,4,car_other,37,none,own,1,skilled,1,none,yes,3798,Non-Metro,708,Risk
less_0,20,credits_paid_to_date,retraining,4683,less_100,4_to_7,2,male,none,1,savings_insurance,46,stores,free,1,skilled,1,yes,yes,5148,Metro,812,No Risk
less_0,6,prior_payments_delayed,car_used,250,500_to_1000,less_1,1,female,none,1,real_estate,23,stores,rent,1,skilled,1,none,yes,7848,Metro,833,No Risk
no_checking,41,prior_payments_delayed,other,7800,500_to_1000,greater_7,5,male,co-applicant,5,car_other,45,none,free,2,skilled,1,yes,yes,3458,Non-Metro,743,Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,male,co-applicant,1,savings_insurance,36,stores,own,1,unskilled,1,none,yes,5262,Non-Metro,710,No Risk
0_to_200,14,credits_paid_to_date,car_new,4563,500_to_1000,4_to_7,3,male,none,3,savings_insurance,40,none,own,2,skilled,1,none,yes,4619,Metro,800,Risk
less_0,4,all_credits_paid_back,car_new,822,less_100,unemployed,1,male,none,1,savings_insurance,30,bank,rent,1,unemployed,1,none,yes,6049,Metro,746,No Risk
less_0,11,all_credits_paid_back,car_used,964,less_100,1_to_4,3,female,none,1,car_other,40,stores,own,1,skilled,1,none,yes,7358,Metro,893,No Risk
0_to_200,35,prior_payments_delayed,appliances,3497,greater_1000,less_1,3,female,none,3,car_other,28,none,own,1,skilled,1,none,yes,6893,Metro,866,No Risk
no_checking,38,outstanding_credit,repairs,5703,unknown,4_to_7,4,female,none,2,car_other,60,none,own,2,skilled,1,yes,no,4698,Metro,717,Risk
0_to_200,25,credits_paid_to_date,furniture,3716,less_100,4_to_7,4,male,none,2,car_other,38,none,own,2,skilled,1,none,yes,4310,Non-Metro,824,No Risk
0_to_200,14,no_credits,car_new,3837,less_100,1_to_4,3,male,co-applicant,2,savings_insurance,29,none,own,1,skilled,1,none,yes,6259,Metro,882,No Risk
less_0,11,prior_payments_delayed,car_used,4576,500_to_1000,greater_7,4,female,none,3,unknown,43,bank,own,2,unemployed,1,none,yes,7023,Metro,813,No Risk
no_checking,40,prior_payments_delayed,furniture,7081,500_to_1000,greater_7,5,male,co-applicant,4,unknown,50,none,free,2,skilled,2,yes,yes,4102,Non-Metro,701,Risk
no_checking,26,outstanding_credit,radio_tv,6565,500_to_1000,4_to_7,5,female,none,5,car_other,45,none,free,2,management_self-employed,1,yes,yes,6765,Non-Metro,730,Risk
less_0,19,all_credits_paid_back,vacation,813,less_100,less_1,2,male,none,2,real_estate,26,none,own,1,skilled,1,none,yes,6035,Metro,833,No Risk
less_0,7,prior_payments_delayed,furniture,4690,less_100,4_to_7,2,male,none,1,car_other,22,none,own,2,skilled,1,none,yes,7150,Non-Metro,735,No Risk
0_to_200,39,outstanding_credit,repairs,3569,500_to_1000,greater_7,4,male,none,3,savings_insurance,35,none,own,2,skilled,1,none,yes,3889,Metro,747,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,2,savings_insurance,19,stores,rent,1,unskilled,1,none,yes,7544,Metro,879,No Risk
0_to_200,16,prior_payments_delayed,appliances,5490,less_100,greater_7,3,male,none,2,unknown,42,none,own,1,skilled,1,yes,yes,7526,Metro,843,No Risk
less_0,24,all_credits_paid_back,car_used,2718,less_100,less_1,3,female,none,3,real_estate,19,none,own,1,skilled,1,none,yes,6750,Metro,886,No Risk
greater_200,23,credits_paid_to_date,car_used,3583,100_to_500,4_to_7,3,male,none,4,unknown,38,none,own,1,skilled,1,yes,yes,3400,Non-Metro,725,Risk
no_checking,34,prior_payments_delayed,radio_tv,5609,unknown,4_to_7,4,female,none,4,car_other,39,stores,own,3,unskilled,2,yes,yes,5320,Non-Metro,707,Risk
less_0,11,all_credits_paid_back,retraining,1886,less_100,unemployed,2,male,none,2,car_other,24,bank,rent,1,unskilled,1,none,yes,7395,Metro,739,No Risk
greater_200,25,credits_paid_to_date,radio_tv,6739,less_100,1_to_4,3,male,none,3,savings_insurance,37,none,own,1,management_self-employed,1,none,yes,3009,Non-Metro,702,Risk
no_checking,28,outstanding_credit,education,6837,unknown,greater_7,5,male,none,5,car_other,49,none,own,3,skilled,2,yes,yes,4864,Metro,707,Risk
no_checking,28,outstanding_credit,furniture,5027,500_to_1000,4_to_7,4,male,none,4,unknown,51,none,free,2,skilled,2,yes,yes,4918,Metro,713,Risk
less_0,13,all_credits_paid_back,furniture,1333,less_100,less_1,2,female,none,1,real_estate,26,none,rent,1,skilled,1,none,yes,6328,Non-Metro,873,No Risk
0_to_200,7,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,1,real_estate,19,bank,rent,1,unemployed,1,none,yes,7300,Metro,719,No Risk
no_checking,39,outstanding_credit,appliances,8297,greater_1000,4_to_7,5,male,co-applicant,5,unknown,48,none,free,2,management_self-employed,2,yes,yes,4829,Non-Metro,829,Risk
less_0,5,prior_payments_delayed,furniture,250,less_100,less_1,2,male,none,3,savings_insurance,25,bank,rent,1,unskilled,1,none,yes,5184,Metro,849,No Risk
less_0,9,all_credits_paid_back,car_used,4945,100_to_500,4_to_7,3,male,none,3,car_other,41,none,own,2,skilled,1,none,yes,5350,Non-Metro,899,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,27,none,rent,1,skilled,1,none,yes,5352,Metro,839,No Risk
no_checking,29,prior_payments_delayed,car_used,5844,greater_1000,1_to_4,3,male,none,4,savings_insurance,48,none,own,2,skilled,1,yes,yes,5866,Metro,880,No Risk
no_checking,19,credits_paid_to_date,radio_tv,2339,100_to_500,less_1,3,male,none,4,savings_insurance,39,none,own,1,skilled,1,yes,yes,6948,Metro,800,No Risk
0_to_200,20,credits_paid_to_date,car_new,1704,less_100,1_to_4,2,male,none,2,savings_insurance,41,stores,own,1,unskilled,1,none,yes,6115,Non-Metro,726,No Risk
no_checking,17,credits_paid_to_date,radio_tv,7508,100_to_500,less_1,4,male,co-applicant,3,unknown,40,none,own,1,management_self-employed,1,yes,yes,5232,Non-Metro,829,No Risk
0_to_200,17,prior_payments_delayed,furniture,3754,greater_1000,4_to_7,3,male,none,3,unknown,42,none,own,2,skilled,1,none,yes,6294,Metro,895,No Risk
0_to_200,35,prior_payments_delayed,vacation,956,500_to_1000,4_to_7,4,male,co-applicant,3,savings_insurance,39,stores,own,1,unskilled,1,yes,yes,7949,Metro,879,No Risk
less_0,8,all_credits_paid_back,radio_tv,2359,less_100,1_to_4,2,female,none,2,car_other,29,bank,rent,1,unemployed,1,none,yes,7463,Metro,820,No Risk
0_to_200,4,all_credits_paid_back,education,250,less_100,1_to_4,2,male,none,2,savings_insurance,24,bank,rent,1,unskilled,1,none,yes,7676,Metro,879,No Risk
less_0,27,prior_payments_delayed,radio_tv,2231,less_100,1_to_4,3,male,none,2,car_other,32,none,own,2,skilled,1,none,yes,7846,Metro,899,No Risk
0_to_200,15,prior_payments_delayed,retraining,1186,less_100,1_to_4,3,male,none,2,real_estate,19,none,own,1,skilled,1,yes,yes,7963,Metro,876,No Risk
less_0,25,credits_paid_to_date,radio_tv,1657,less_100,4_to_7,3,male,none,2,car_other,28,none,own,1,skilled,1,none,yes,7111,Metro,811,No Risk
0_to_200,31,credits_paid_to_date,retraining,1640,100_to_500,less_1,2,male,co-applicant,3,real_estate,19,none,own,1,skilled,1,none,yes,5896,Non-Metro,826,No Risk
no_checking,28,outstanding_credit,appliances,5783,500_to_1000,4_to_7,4,male,none,5,car_other,48,stores,free,2,unskilled,2,yes,yes,6983,Metro,852,No Risk
no_checking,24,prior_payments_delayed,education,2770,100_to_500,4_to_7,3,female,none,4,car_other,46,none,own,2,management_self-employed,1,yes,yes,3794,Non-Metro,706,Risk
0_to_200,13,prior_payments_delayed,car_new,1782,less_100,less_1,2,female,none,3,real_estate,28,none,own,2,skilled,1,none,yes,6863,Metro,709,No Risk
0_to_200,17,credits_paid_to_date,car_used,1825,500_to_1000,4_to_7,3,male,none,4,real_estate,29,none,own,2,management_self-employed,1,none,yes,3700,Metro,831,No Risk
greater_200,22,prior_payments_delayed,radio_tv,4662,100_to_500,greater_7,4,female,none,4,unknown,42,none,own,2,skilled,2,yes,yes,3188,Non-Metro,747,Risk
no_checking,23,prior_payments_delayed,radio_tv,2775,100_to_500,greater_7,3,male,co-applicant,4,savings_insurance,28,none,own,1,skilled,1,none,yes,7033,Non-Metro,810,No Risk
0_to_200,25,outstanding_credit,appliances,5086,greater_1000,1_to_4,3,male,none,4,savings_insurance,34,none,own,2,skilled,1,none,yes,5500,Metro,885,No Risk
no_checking,15,credits_paid_to_date,radio_tv,3440,less_100,4_to_7,4,male,none,4,savings_insurance,37,stores,rent,1,unskilled,1,none,yes,6957,Metro,720,No Risk
0_to_200,18,prior_payments_delayed,appliances,4534,less_100,4_to_7,4,male,none,4,unknown,36,none,own,1,skilled,1,yes,yes,6323,Metro,845,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,1,real_estate,26,none,rent,1,skilled,1,none,yes,5006,Metro,840,No Risk
no_checking,34,outstanding_credit,repairs,6373,500_to_1000,greater_7,5,male,co-applicant,5,unknown,48,none,free,2,management_self-employed,1,yes,yes,4561,Non-Metro,732,Risk
less_0,4,credits_paid_to_date,car_used,250,less_100,less_1,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,6697,Metro,861,No Risk
0_to_200,22,prior_payments_delayed,radio_tv,3901,less_100,less_1,3,male,none,2,car_other,38,none,own,2,skilled,1,none,yes,4862,Non-Metro,744,Risk
no_checking,32,prior_payments_delayed,car_used,5506,500_to_1000,1_to_4,4,male,none,3,car_other,29,none,own,1,skilled,1,none,yes,7775,Metro,833,No Risk
no_checking,31,prior_payments_delayed,furniture,7782,greater_1000,greater_7,4,male,co-applicant,5,unknown,53,none,own,2,skilled,2,yes,yes,3534,Non-Metro,712,Risk
less_0,22,credits_paid_to_date,radio_tv,250,500_to_1000,unemployed,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,7093,Metro,870,No Risk
greater_200,27,prior_payments_delayed,business,7103,less_100,1_to_4,4,female,none,4,savings_insurance,35,none,own,2,management_self-employed,1,none,yes,4396,Non-Metro,889,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,5119,Metro,814,No Risk
greater_200,36,outstanding_credit,repairs,5237,500_to_1000,greater_7,4,male,none,4,car_other,49,none,own,2,skilled,1,none,yes,7126,Metro,743,No Risk
less_0,4,credits_paid_to_date,vacation,250,less_100,less_1,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,6999,Metro,890,No Risk
no_checking,28,outstanding_credit,radio_tv,7546,500_to_1000,4_to_7,4,male,none,4,car_other,49,none,free,2,management_self-employed,1,yes,yes,6071,Metro,880,No Risk
0_to_200,24,credits_paid_to_date,radio_tv,250,500_to_1000,less_1,3,male,none,3,savings_insurance,30,none,own,1,skilled,1,none,yes,7293,Metro,801,No Risk
no_checking,29,prior_payments_delayed,radio_tv,6160,100_to_500,1_to_4,4,female,none,2,savings_insurance,36,none,own,1,management_self-employed,1,yes,yes,3492,Metro,813,No Risk
greater_200,17,outstanding_credit,radio_tv,3282,500_to_1000,greater_7,4,male,co-applicant,3,savings_insurance,45,none,own,1,skilled,1,none,yes,3252,Metro,850,Risk
no_checking,28,outstanding_credit,radio_tv,6609,500_to_1000,4_to_7,4,male,none,5,unknown,51,none,free,2,management_self-employed,1,yes,yes,4705,Non-Metro,725,Risk
no_checking,18,outstanding_credit,appliances,5191,100_to_500,greater_7,5,male,none,4,unknown,34,none,own,1,management_self-employed,1,none,yes,3176,Non-Metro,883,Risk
less_0,15,prior_payments_delayed,furniture,1163,less_100,4_to_7,3,male,none,3,savings_insurance,33,none,own,2,skilled,1,none,yes,5761,Metro,872,No Risk
no_checking,8,credits_paid_to_date,car_new,2040,less_100,1_to_4,3,male,none,2,real_estate,28,none,rent,1,skilled,1,none,no,5031,Metro,874,No Risk
no_checking,24,prior_payments_delayed,car_used,4981,unknown,greater_7,4,male,none,5,unknown,49,none,own,2,unskilled,2,yes,yes,4421,Non-Metro,709,Risk
less_0,4,prior_payments_delayed,furniture,896,100_to_500,unemployed,1,male,none,1,savings_insurance,23,none,own,1,skilled,2,yes,yes,6556,Metro,819,No Risk
no_checking,44,outstanding_credit,appliances,6432,greater_1000,greater_7,5,male,co-applicant,5,car_other,55,none,own,2,skilled,2,yes,yes,3493,Metro,710,Risk
less_0,4,all_credits_paid_back,car_used,3384,100_to_500,unemployed,1,male,co-applicant,1,savings_insurance,35,stores,own,1,unskilled,1,none,yes,7082,Metro,815,No Risk
0_to_200,23,credits_paid_to_date,repairs,4401,500_to_1000,4_to_7,3,female,co-applicant,3,car_other,42,stores,free,2,skilled,1,none,yes,6293,Metro,716,No Risk
no_checking,10,credits_paid_to_date,car_used,2133,greater_1000,4_to_7,2,male,none,2,car_other,37,none,own,2,skilled,1,none,yes,6161,Non-Metro,850,No Risk
no_checking,33,prior_payments_delayed,furniture,4514,500_to_1000,greater_7,4,male,co-applicant,5,savings_insurance,40,none,own,2,skilled,1,none,yes,3717,Non-Metro,880,Risk
greater_200,10,prior_payments_delayed,car_new,1071,100_to_500,1_to_4,3,male,none,3,savings_insurance,34,none,own,2,management_self-employed,1,none,yes,5514,Metro,805,No Risk
less_0,11,prior_payments_delayed,vacation,5537,less_100,4_to_7,4,male,none,2,unknown,34,none,own,2,skilled,2,yes,yes,6806,Non-Metro,887,No Risk
less_0,4,all_credits_paid_back,car_new,3200,less_100,unemployed,2,male,none,2,real_estate,19,none,rent,1,management_self-employed,1,none,yes,7395,Metro,828,No Risk
0_to_200,24,outstanding_credit,radio_tv,3265,100_to_500,4_to_7,4,male,none,2,savings_insurance,34,none,own,1,management_self-employed,1,none,yes,5320,Metro,854,No Risk
less_0,4,credits_paid_to_date,car_used,250,100_to_500,less_1,1,male,none,1,real_estate,28,none,rent,1,skilled,1,none,yes,3874,Metro,849,No Risk
0_to_200,18,prior_payments_delayed,retraining,5154,less_100,greater_7,4,male,none,4,car_other,36,stores,own,1,unskilled,1,none,yes,5682,Non-Metro,706,No Risk
