CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk,Salary,City,CIBIL
less_0,11,all_credits_paid_back,car_used,2545,less_100,less_1,2,female,none,2,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk,7486,Non-Metro,815
greater_200,23,prior_payments_delayed,car_used,4251,100_to_500,4_to_7,2,female,none,2,unknown,53,none,own,1,skilled,1,none,yes,No Risk,5707,Non-Metro,845
0_to_200,27,outstanding_credit,car_used,257,100_to_500,1_to_4,3,male,none,4,savings_insurance,20,none,own,1,skilled,1,none,yes,No Risk,6118,Non-Metro,805
no_checking,31,prior_payments_delayed,car_used,8226,500_to_1000,4_to_7,4,male,none,4,unknown,44,none,free,2,skilled,1,none,yes,Risk,3951,Non-Metro,746
less_0,9,credits_paid_to_date,furniture,3293,less_100,4_to_7,3,male,none,2,car_other,27,none,own,2,skilled,1,none,yes,No Risk,6058,Metro,728
greater_200,22,credits_paid_to_date,car_new,5966,100_to_500,4_to_7,3,female,none,3,car_other,38,none,own,1,skilled,2,yes,yes,No Risk,5739,Metro,856
less_0,13,prior_payments_delayed,furniture,250,less_100,1_to_4,2,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,5430,Metro,802
no_checking,36,prior_payments_delayed,other,6459,100_to_500,4_to_7,5,male,none,5,car_other,46,stores,own,2,unskilled,1,yes,yes,Risk,4509,Metro,715
no_checking,24,prior_payments_delayed,furniture,4646,500_to_1000,1_to_4,3,female,none,3,savings_insurance,34,stores,own,2,unskilled,1,yes,yes,No Risk,7605,Metro,727
no_checking,28,outstanding_credit,appliances,6574,greater_1000,4_to_7,4,male,none,4,car_other,52,none,free,2,management_self-employed,1,yes,yes,Risk,6000,Non-Metro,889
no_checking,36,prior_payments_delayed,other,8093,unknown,4_to_7,4,male,none,3,car_other,57,none,own,3,skilled,2,yes,yes,Risk,3390,Non-Metro,849
less_0,11,all_credits_paid_back,car_new,250,less_100,unemployed,2,male,none,2,real_estate,27,none,rent,1,skilled,1,none,yes,No Risk,6454,Metro,887
no_checking,8,prior_payments_delayed,furniture,1009,unknown,1_to_4,2,male,none,3,car_other,48,none,own,1,skilled,2,yes,yes,No Risk,7627,Metro,854
less_0,12,all_credits_paid_back,furniture,250,less_100,1_to_4,1,female,co-applicant,1,savings_insurance,36,stores,rent,1,unskilled,1,none,yes,No Risk,7951,Non-Metro,896
0_to_200,4,all_credits_paid_back,car_new,3427,less_100,less_1,2,female,none,1,savings_insurance,24,none,own,1,skilled,1,none,yes,No Risk,7524,Non-Metro,844
0_to_200,24,credits_paid_to_date,radio_tv,3009,less_100,less_1,2,male,none,3,savings_insurance,29,stores,own,1,unskilled,1,none,yes,No Risk,7840,Metro,853
0_to_200,4,all_credits_paid_back,education,250,100_to_500,1_to_4,1,female,none,1,savings_insurance,25,none,rent,1,skilled,1,none,yes,No Risk,5230,Metro,730
0_to_200,21,outstanding_credit,radio_tv,5665,100_to_500,4_to_7,3,male,none,2,unknown,37,none,own,2,skilled,1,none,yes,No Risk,6169,Metro,860
no_checking,9,prior_payments_delayed,radio_tv,1151,100_to_500,1_to_4,2,female,none,3,savings_insurance,39,none,own,1,skilled,1,yes,yes,No Risk,7236,Metro,848
less_0,13,all_credits_paid_back,education,5366,less_100,less_1,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,5794,Metro,881
0_to_200,26,credits_paid_to_date,furniture,250,100_to_500,1_to_4,2,female,none,1,savings_insurance,30,stores,own,1,skilled,1,none,yes,No Risk,7488,Non-Metro,858
no_checking,25,outstanding_credit,business,6381,500_to_1000,1_to_4,3,male,guarantor,5,unknown,51,none,free,2,skilled,1,yes,yes,Risk,5658,Metro,887
less_0,26,outstanding_credit,business,3693,100_to_500,4_to_7,2,male,none,2,savings_insurance,25,none,rent,1,skilled,1,none,yes,No Risk,5285,Metro,878
no_checking,26,credits_paid_to_date,car_used,7009,100_to_500,4_to_7,4,female,none,4,savings_insurance,45,none,own,3,management_self-employed,1,yes,yes,Risk,7654,Non-Metro,815
less_0,19,prior_payments_delayed,radio_tv,1022,100_to_500,4_to_7,2,male,none,3,car_other,29,bank,rent,1,unemployed,1,yes,yes,No Risk,7236,Non-Metro,800
no_checking,41,outstanding_credit,repairs,6221,unknown,greater_7,5,female,co-applicant,4,unknown,45,none,free,3,skilled,2,yes,yes,Risk,7695,Metro,732
no_checking,32,prior_payments_delayed,appliances,4274,100_to_500,1_to_4,3,female,none,3,savings_insurance,40,stores,own,1,unskilled,1,yes,yes,No Risk,3962,Metro,725
less_0,16,credits_paid_to_date,car_used,3791,100_to_500,4_to_7,3,male,none,2,savings_insurance,35,none,own,2,skilled,1,none,yes,No Risk,5044,Metro,873
no_checking,16,outstanding_credit,radio_tv,5132,100_to_500,greater_7,4,male,none,4,savings_insurance,30,none,own,2,skilled,1,none,yes,No Risk,7792,Metro,883
0_to_200,16,credits_paid_to_date,repairs,1695,less_100,unemployed,1,male,none,2,real_estate,34,none,own,1,skilled,1,none,yes,No Risk,7859,Metro,721
less_0,9,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,1,real_estate,24,bank,own,1,unemployed,1,none,yes,No Risk,7665,Metro,736
less_0,18,credits_paid_to_date,retraining,1172,less_100,less_1,1,female,none,2,savings_insurance,24,stores,rent,1,unskilled,1,none,yes,No Risk,3317,Non-Metro,706
greater_200,29,prior_payments_delayed,radio_tv,2169,100_to_500,greater_7,3,male,none,2,car_other,37,none,own,2,skilled,1,yes,yes,No Risk,5997,Metro,862
no_checking,37,prior_payments_delayed,repairs,6532,500_to_1000,1_to_4,4,male,none,5,car_other,55,none,own,2,management_self-employed,2,yes,yes,Risk,7808,Metro,735
0_to_200,9,all_credits_paid_back,car_new,1449,100_to_500,less_1,2,female,none,2,real_estate,28,none,rent,1,skilled,1,none,yes,No Risk,7745,Non-Metro,849
0_to_200,13,credits_paid_to_date,car_used,2043,100_to_500,4_to_7,3,male,none,3,car_other,37,none,own,1,skilled,1,yes,yes,No Risk,6059,Metro,729
less_0,6,credits_paid_to_date,car_new,250,less_100,less_1,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,6797,Non-Metro,833
0_to_200,32,credits_paid_to_date,education,4893,less_100,1_to_4,4,female,none,2,car_other,29,none,own,2,skilled,1,yes,yes,No Risk,3647,Non-Metro,866
no_checking,29,outstanding_credit,repairs,9269,500_to_1000,4_to_7,5,male,co-applicant,3,unknown,47,none,free,2,skilled,2,yes,yes,Risk,4423,Metro,747
no_checking,32,outstanding_credit,radio_tv,5153,500_to_1000,4_to_7,4,male,none,4,savings_insurance,47,none,own,1,skilled,1,yes,yes,Risk,6547,Non-Metro,723
0_to_200,23,credits_paid_to_date,furniture,3650,100_to_500,1_to_4,3,male,none,4,savings_insurance,35,none,own,1,skilled,1,yes,yes,No Risk,5208,Non-Metro,861
0_to_200,19,no_credits,vacation,2125,100_to_500,less_1,3,female,none,2,real_estate,21,none,own,1,skilled,1,none,yes,No Risk,7027,Metro,816
less_0,4,credits_paid_to_date,car_used,250,less_100,less_1,1,male,none,1,savings_insurance,28,stores,own,1,skilled,1,none,yes,No Risk,7958,Metro,723
no_checking,39,prior_payments_delayed,vacation,8069,500_to_1000,4_to_7,4,male,none,4,unknown,47,none,own,2,skilled,1,none,yes,Risk,3746,Non-Metro,726
0_to_200,35,prior_payments_delayed,car_used,250,100_to_500,1_to_4,3,female,none,3,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk,3905,Non-Metro,820
no_checking,33,prior_payments_delayed,furniture,5596,unknown,1_to_4,4,male,none,4,savings_insurance,38,none,own,2,skilled,1,yes,yes,No Risk,7389,Non-Metro,748
0_to_200,4,all_credits_paid_back,car_used,1850,less_100,1_to_4,3,female,none,3,savings_insurance,26,none,own,1,management_self-employed,1,none,yes,No Risk,4603,Metro,896
no_checking,40,prior_payments_delayed,radio_tv,5850,unknown,1_to_4,4,male,none,5,car_other,50,stores,own,2,unskilled,2,yes,yes,Risk,4270,Non-Metro,850
less_0,22,prior_payments_delayed,retraining,250,500_to_1000,1_to_4,2,male,none,1,real_estate,19,bank,own,1,unemployed,1,none,yes,No Risk,5825,Metro,709
less_0,10,all_credits_paid_back,vacation,251,less_100,1_to_4,3,male,none,2,savings_insurance,20,none,own,1,management_self-employed,1,none,yes,No Risk,4804,Non-Metro,892
less_0,10,all_credits_paid_back,car_new,3867,less_100,less_1,3,male,none,3,car_other,19,none,rent,1,skilled,1,none,yes,No Risk,3517,Non-Metro,741
0_to_200,24,credits_paid_to_date,car_new,3808,less_100,less_1,3,female,none,3,car_other,44,bank,own,1,unskilled,1,yes,yes,No Risk,5563,Metro,887
no_checking,20,outstanding_credit,business,3573,500_to_1000,greater_7,5,male,co-applicant,5,car_other,54,none,free,1,management_self-employed,1,yes,yes,Risk,5949,Metro,748
no_checking,28,prior_payments_delayed,education,5917,greater_1000,4_to_7,4,male,none,3,car_other,55,none,own,2,skilled,1,none,yes,Risk,4216,Non-Metro,826
no_checking,24,outstanding_credit,furniture,4027,500_to_1000,greater_7,4,male,none,3,car_other,36,none,own,1,skilled,2,yes,yes,Risk,3363,Non-Metro,726
greater_200,22,outstanding_credit,car_used,5957,100_to_500,1_to_4,4,male,co-applicant,3,car_other,47,none,free,2,skilled,1,yes,yes,No Risk,7035,Metro,707
no_checking,46,outstanding_credit,radio_tv,5071,500_to_1000,4_to_7,4,male,none,3,car_other,49,none,own,2,skilled,1,none,yes,Risk,3019,Metro,737
no_checking,28,outstanding_credit,appliances,7881,500_to_1000,greater_7,4,male,guarantor,3,car_other,53,stores,free,2,unskilled,1,yes,yes,Risk,6274,Non-Metro,738
less_0,6,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,2,savings_insurance,19,bank,rent,1,unskilled,1,none,yes,No Risk,4969,Non-Metro,846
no_checking,45,prior_payments_delayed,repairs,6261,500_to_1000,4_to_7,5,male,none,5,unknown,41,stores,own,2,unskilled,1,yes,yes,Risk,3876,Metro,730
no_checking,23,prior_payments_delayed,furniture,4043,500_to_1000,1_to_4,3,female,none,4,savings_insurance,32,stores,own,1,unskilled,1,none,yes,No Risk,6437,Metro,873
no_checking,34,outstanding_credit,repairs,7831,500_to_1000,4_to_7,4,male,co-applicant,5,unknown,44,stores,own,2,unskilled,1,yes,yes,Risk,3744,Non-Metro,709
no_checking,35,credits_paid_to_date,vacation,4472,unknown,4_to_7,4,male,none,4,car_other,32,none,own,2,skilled,1,none,yes,No Risk,6401,Non-Metro,707
0_to_200,20,prior_payments_delayed,car_used,3452,500_to_1000,4_to_7,3,male,none,3,savings_insurance,36,none,own,1,skilled,1,yes,yes,No Risk,6281,Metro,733
less_0,4,all_credits_paid_back,car_new,277,less_100,unemployed,1,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,4029,Non-Metro,729
no_checking,41,prior_payments_delayed,furniture,5605,500_to_1000,greater_7,5,male,co-applicant,4,savings_insurance,46,none,free,2,skilled,1,yes,yes,Risk,3311,Metro,713
no_checking,24,prior_payments_delayed,furniture,6232,100_to_500,greater_7,4,male,none,4,savings_insurance,42,stores,own,1,unskilled,1,none,yes,No Risk,5117,Metro,847
less_0,8,no_credits,car_new,250,less_100,unemployed,1,female,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,6401,Metro,705
less_0,17,prior_payments_delayed,radio_tv,800,100_to_500,4_to_7,2,male,none,2,car_other,23,stores,own,1,skilled,2,yes,yes,No Risk,5437,Metro,740
no_checking,27,prior_payments_delayed,appliances,4835,100_to_500,1_to_4,3,female,none,3,savings_insurance,53,stores,own,2,unskilled,1,none,no,No Risk,5071,Metro,732
less_0,9,credits_paid_to_date,car_used,250,less_100,less_1,2,female,none,1,real_estate,20,none,own,1,skilled,1,none,yes,No Risk,6156,Non-Metro,732
no_checking,27,outstanding_credit,appliances,5229,500_to_1000,1_to_4,3,male,none,4,savings_insurance,44,none,own,1,skilled,1,yes,yes,No Risk,6509,Metro,809
less_0,7,all_credits_paid_back,car_used,1442,less_100,less_1,2,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,3627,Metro,857
less_0,10,all_credits_paid_back,car_new,250,500_to_1000,4_to_7,3,male,none,2,real_estate,23,none,rent,1,skilled,1,none,yes,No Risk,4439,Non-Metro,734
no_checking,23,prior_payments_delayed,appliances,6964,100_to_500,4_to_7,4,female,none,3,car_other,39,none,own,1,skilled,1,none,yes,No Risk,5386,Metro,845
0_to_200,30,outstanding_credit,appliances,3464,100_to_500,greater_7,3,male,guarantor,4,savings_insurance,51,stores,free,1,skilled,1,yes,yes,No Risk,6452,Metro,719
no_checking,23,outstanding_credit,car_used,2681,500_to_1000,greater_7,4,male,none,3,car_other,33,stores,free,1,unskilled,1,yes,yes,No Risk,4661,Non-Metro,886
0_to_200,18,prior_payments_delayed,furniture,1673,less_100,1_to_4,2,male,none,3,car_other,30,none,own,2,skilled,1,none,yes,No Risk,7085,Non-Metro,899
no_checking,44,outstanding_credit,radio_tv,3476,unknown,greater_7,4,male,co-applicant,4,unknown,60,none,free,2,skilled,2,yes,yes,Risk,3666,Non-Metro,744
less_0,8,no_credits,education,803,less_100,unemployed,1,male,none,1,savings_insurance,19,stores,rent,1,skilled,1,none,yes,No Risk,5380,Non-Metro,742
0_to_200,7,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,7901,Metro,851
0_to_200,33,credits_paid_to_date,radio_tv,3548,100_to_500,1_to_4,3,male,none,4,car_other,28,none,own,2,skilled,1,yes,yes,No Risk,5320,Metro,700
no_checking,24,prior_payments_delayed,retraining,4158,100_to_500,greater_7,3,female,none,2,savings_insurance,35,stores,own,1,unskilled,2,none,yes,No Risk,4013,Non-Metro,713
no_checking,30,prior_payments_delayed,appliances,5796,unknown,4_to_7,4,male,none,4,car_other,49,none,own,2,management_self-employed,2,none,yes,Risk,3302,Metro,819
0_to_200,6,prior_payments_delayed,furniture,2079,500_to_1000,less_1,3,female,none,3,savings_insurance,35,none,rent,1,skilled,1,none,yes,No Risk,4249,Non-Metro,736
0_to_200,16,credits_paid_to_date,car_new,4172,less_100,4_to_7,3,male,none,3,savings_insurance,30,none,own,1,skilled,1,yes,yes,No Risk,6776,Metro,837
no_checking,31,outstanding_credit,appliances,9149,unknown,greater_7,5,male,co-applicant,3,unknown,61,none,own,3,skilled,2,yes,yes,Risk,3963,Non-Metro,744
no_checking,28,outstanding_credit,appliances,7653,unknown,4_to_7,4,male,none,5,car_other,42,none,own,2,skilled,1,none,yes,Risk,4525,Metro,893
0_to_200,14,credits_paid_to_date,furniture,2056,less_100,4_to_7,3,male,none,3,real_estate,20,none,rent,1,skilled,1,none,yes,No Risk,5562,Metro,802
no_checking,29,prior_payments_delayed,appliances,4321,greater_1000,4_to_7,4,male,none,4,savings_insurance,39,none,free,2,management_self-employed,1,yes,yes,No Risk,4012,Metro,863
no_checking,8,prior_payments_delayed,car_new,3332,greater_1000,greater_7,3,male,none,2,savings_insurance,43,none,free,2,skilled,1,yes,yes,No Risk,6950,Non-Metro,872
0_to_200,28,credits_paid_to_date,furniture,3021,less_100,4_to_7,3,male,none,2,savings_insurance,32,none,own,2,skilled,1,none,yes,No Risk,7131,Metro,727
0_to_200,4,prior_payments_delayed,car_new,250,less_100,4_to_7,2,male,none,2,car_other,52,bank,rent,1,unemployed,1,yes,yes,No Risk,5044,Non-Metro,809
0_to_200,24,outstanding_credit,business,5245,100_to_500,greater_7,4,male,none,4,unknown,40,none,own,2,management_self-employed,1,none,yes,No Risk,6266,Metro,714
less_0,4,all_credits_paid_back,radio_tv,1104,less_100,1_to_4,2,male,none,1,savings_insurance,21,none,rent,1,skilled,1,none,yes,No Risk,3181,Non-Metro,741
less_0,10,prior_payments_delayed,car_new,250,less_100,4_to_7,3,male,none,2,real_estate,26,none,own,1,skilled,1,none,yes,No Risk,6331,Metro,702
less_0,6,all_credits_paid_back,radio_tv,250,less_100,less_1,1,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,4098,Metro,845
no_checking,40,outstanding_credit,education,7277,unknown,greater_7,4,male,co-applicant,5,car_other,49,none,own,2,skilled,2,yes,yes,Risk,3245,Non-Metro,724
less_0,23,credits_paid_to_date,repairs,1348,500_to_1000,1_to_4,3,male,none,2,savings_insurance,35,bank,own,2,unskilled,1,yes,yes,No Risk,5533,Metro,876
no_checking,31,prior_payments_delayed,car_used,5011,100_to_500,1_to_4,3,male,none,3,savings_insurance,41,stores,own,1,unskilled,1,yes,no,No Risk,5162,Metro,856
0_to_200,21,credits_paid_to_date,car_new,1658,less_100,less_1,2,male,none,3,savings_insurance,27,none,own,2,skilled,1,yes,yes,No Risk,7302,Metro,741
no_checking,43,prior_payments_delayed,appliances,6744,greater_1000,4_to_7,3,male,co-applicant,5,savings_insurance,35,none,own,2,skilled,1,none,yes,Risk,3313,Non-Metro,717
less_0,4,all_credits_paid_back,car_used,250,less_100,less_1,1,female,none,2,real_estate,22,none,rent,1,skilled,1,none,yes,No Risk,3250,Metro,729
0_to_200,24,credits_paid_to_date,car_used,3294,less_100,less_1,3,male,none,4,real_estate,25,none,own,1,management_self-employed,1,none,no,No Risk,5360,Metro,703
greater_200,17,credits_paid_to_date,car_new,3581,less_100,1_to_4,2,male,none,4,savings_insurance,25,none,own,1,skilled,1,yes,yes,No Risk,6048,Metro,886
no_checking,52,outstanding_credit,appliances,9249,unknown,greater_7,5,male,co-applicant,4,unknown,52,none,free,3,skilled,2,yes,yes,Risk,4164,Non-Metro,736
0_to_200,15,prior_payments_delayed,retraining,398,less_100,less_1,2,male,co-applicant,2,savings_insurance,44,none,own,1,skilled,1,yes,yes,No Risk,5618,Non-Metro,715
0_to_200,26,credits_paid_to_date,car_used,3650,less_100,1_to_4,3,male,none,4,savings_insurance,32,stores,own,1,unskilled,1,none,yes,No Risk,5702,Non-Metro,712
less_0,4,credits_paid_to_date,car_new,250,100_to_500,less_1,1,female,none,1,real_estate,19,bank,rent,1,unskilled,1,none,yes,No Risk,6582,Non-Metro,833
0_to_200,16,credits_paid_to_date,furniture,1694,100_to_500,4_to_7,3,female,none,3,savings_insurance,37,none,own,2,skilled,1,none,yes,No Risk,6651,Non-Metro,742
no_checking,48,outstanding_credit,education,10197,500_to_1000,4_to_7,4,male,co-applicant,3,unknown,36,none,free,2,skilled,1,yes,yes,Risk,6837,Non-Metro,725
no_checking,43,prior_payments_delayed,repairs,5648,unknown,greater_7,4,male,co-applicant,5,unknown,49,none,own,3,skilled,2,yes,yes,Risk,4521,Non-Metro,744
0_to_200,13,prior_payments_delayed,radio_tv,2217,greater_1000,1_to_4,3,male,co-applicant,4,unknown,46,bank,own,1,unemployed,1,yes,no,No Risk,3316,Metro,889
greater_200,24,credits_paid_to_date,car_used,6428,less_100,4_to_7,4,female,none,4,car_other,54,none,own,1,skilled,1,yes,yes,No Risk,5821,Non-Metro,708
0_to_200,12,no_credits,car_new,250,less_100,less_1,2,female,none,1,real_estate,20,bank,rent,1,unskilled,1,none,yes,No Risk,4437,Non-Metro,741
0_to_200,24,outstanding_credit,radio_tv,9282,500_to_1000,1_to_4,4,male,none,5,car_other,32,none,own,2,management_self-employed,1,none,yes,No Risk,3899,Non-Metro,889
less_0,8,no_credits,radio_tv,250,less_100,unemployed,1,male,none,1,real_estate,19,bank,rent,1,unemployed,1,none,yes,No Risk,4642,Metro,715
no_checking,25,prior_payments_delayed,radio_tv,5159,100_to_500,1_to_4,3,male,none,4,car_other,53,none,own,1,management_self-employed,2,yes,yes,No Risk,5379,Non-Metro,824
less_0,4,credits_paid_to_date,car_new,250,less_100,unemployed,1,male,co-applicant,2,real_estate,31,stores,own,1,skilled,1,none,yes,No Risk,7533,Metro,819
no_checking,25,outstanding_credit,business,6725,500_to_1000,4_to_7,3,male,none,4,unknown,50,none,own,2,skilled,2,yes,yes,Risk,5359,Non-Metro,825
no_checking,19,outstanding_credit,car_used,5092,500_to_1000,4_to_7,4,male,none,5,savings_insurance,38,none,own,1,management_self-employed,1,yes,yes,No Risk,5693,Metro,832
0_to_200,26,all_credits_paid_back,furniture,3635,less_100,4_to_7,4,male,co-applicant,2,car_other,35,none,free,2,skilled,1,yes,yes,No Risk,4414,Non-Metro,890
0_to_200,30,credits_paid_to_date,radio_tv,1638,500_to_1000,1_to_4,2,female,none,1,savings_insurance,21,stores,rent,1,skilled,1,none,yes,No Risk,5100,Metro,718
no_checking,30,outstanding_credit,furniture,7499,unknown,greater_7,5,male,co-applicant,5,car_other,60,none,free,2,skilled,2,yes,yes,Risk,4902,Non-Metro,871
greater_200,5,credits_paid_to_date,car_new,1674,less_100,less_1,3,female,co-applicant,3,real_estate,31,none,own,1,skilled,1,yes,yes,No Risk,3847,Metro,710
less_0,16,credits_paid_to_date,car_new,250,less_100,4_to_7,2,male,none,1,real_estate,29,stores,free,1,unskilled,1,none,yes,No Risk,5238,Metro,852
less_0,32,outstanding_credit,appliances,3511,100_to_500,4_to_7,4,male,none,2,car_other,24,none,own,1,skilled,1,yes,yes,No Risk,5135,Metro,887
